source,pin,surface,feature,target,implementation,pathExists,declaredDisposition,behaviorEvidence,workflowEvidence,liveVerifiedThisAudit
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/style-audit/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/swap-instance-overrides/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/text-replacement/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,retained-skill-or-reference,skills/figma-build/references/assemble-screens.md,skills/figma-build/references/assemble-screens.md,skills/figma-build/references/assemble-screens.md,True,retained-guidance,Retained pinned text; modernization/integration gaps in audit,"Instruction presence, not executed side effects",False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,retained-skill-or-reference,skills/figma-build/references/author-design-system.md,skills/figma-build/references/author-design-system.md,skills/figma-build/references/author-design-system.md,True,retained-guidance,Retained pinned text; modernization/integration gaps in audit,"Instruction presence, not executed side effects",False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,retained-skill-or-reference,skills/figma-build/references/motion.md,skills/figma-build/references/motion.md,skills/figma-build/references/motion.md,True,retained-guidance,Retained pinned text; modernization/integration gaps in audit,"Instruction presence, not executed side effects",False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,retained-skill-or-reference,skills/figma-build/references/write-rules.md,skills/figma-build/references/write-rules.md,skills/figma-build/references/write-rules.md,True,retained-guidance,Retained pinned text; modernization/integration gaps in audit,"Instruction presence, not executed side effects",False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,retained-skill-or-reference,skills/figma-build/SKILL.md,skills/figma-build/SKILL.md,skills/figma-build/SKILL.md,True,retained-guidance,Retained pinned text; modernization/integration gaps in audit,"Instruction presence, not executed side effects",False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,retained-skill-or-reference,skills/figma-codegen/references/assets-and-icons.md,skills/figma-codegen/references/assets-and-icons.md,skills/figma-codegen/references/assets-and-icons.md,True,retained-guidance,Retained pinned text; modernization/integration gaps in audit,"Instruction presence, not executed side effects",False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,retained-skill-or-reference,skills/figma-codegen/references/grounding.md,skills/figma-codegen/references/grounding.md,skills/figma-codegen/references/grounding.md,True,retained-guidance,Retained pinned text; modernization/integration gaps in audit,"Instruction presence, not executed side effects",False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,retained-skill-or-reference,skills/figma-codegen/references/motion.md,skills/figma-codegen/references/motion.md,skills/figma-codegen/references/motion.md,True,retained-guidance,Retained pinned text; modernization/integration gaps in audit,"Instruction presence, not executed side effects",False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,retained-skill-or-reference,skills/figma-codegen/references/responsive.md,skills/figma-codegen/references/responsive.md,skills/figma-codegen/references/responsive.md,True,retained-guidance,Retained pinned text; modernization/integration gaps in audit,"Instruction presence, not executed side effects",False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,retained-skill-or-reference,skills/figma-codegen/references/stylesheets.md,skills/figma-codegen/references/stylesheets.md,skills/figma-codegen/references/stylesheets.md,True,retained-guidance,Retained pinned text; modernization/integration gaps in audit,"Instruction presence, not executed side effects",False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,retained-skill-or-reference,skills/figma-codegen/references/verify.md,skills/figma-codegen/references/verify.md,skills/figma-codegen/references/verify.md,True,retained-guidance,Retained pinned text; modernization/integration gaps in audit,"Instruction presence, not executed side effects",False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,retained-skill-or-reference,skills/figma-codegen/SKILL.md,skills/figma-codegen/SKILL.md,skills/figma-codegen/SKILL.md,True,retained-guidance,Retained pinned text; modernization/integration gaps in audit,"Instruction presence, not executed side effects",False
